order_id,customer_id,order_date,marketing_channel,total_amount,order_status
O01506,C0282,2026-02-21,Email,190.83,Completed
O01507,C0629,2025-08-22,Organic Search,56.09,Cancelled
O01508,C0617,2026-04-01,Email,60.36,Cancelled
O01509,C0601,2025-04-26,Social,1129.46,Completed
O01510,C0350,2025-01-01,Organic Search,60.62,Completed
O01511,C0170,2025-01-23,Paid Search,409.69,Completed
O01512,C0412,2026-03-03,Referral,274.12,Completed
O01513,C0717,2025-05-10,Organic Search,242.54,Completed
O01514,C0100,2025-05-29,Organic Search,151.44,Completed
O01515,C0638,2025-12-01,Organic Search,399.3,Completed
O01516,C0716,2025-09-12,Social,161.51,Completed
O01517,C0336,2025-04-03,Paid Search,254.0,Completed
O01518,C0740,2025-05-19,Email,357.36,Returned
O01519,C0360,2025-02-15,Organic Search,124.75,Completed
O01520,C0213,2026-02-09,Paid Search,36.11,Completed
O01521,C0389,2025-02-27,Paid Search,132.44,Cancelled
O01522,C0184,2025-09-14,Organic Search,636.02,Completed
O01523,C0269,2026-03-23,Organic Search,535.55,Returned
O01524,C0227,2025-11-23,Organic Search,86.31,Completed
O01525,C0415,2025-09-22,Referral,382.52,Completed
O01526,C0235,2025-12-22,Social,128.32,Completed
O01527,C0186,2025-10-29,Social,290.75,Completed
O01528,C0400,2025-03-10,Organic Search,55.44,Completed
O01529,C0547,2025-09-15,Referral,276.56,Completed
O01530,C0493,2026-02-10,Email,871.37,Cancelled
O01531,C0270,2026-02-23,Referral,284.69,Completed
O01532,C0351,2026-05-06,Organic Search,398.18,Completed
O01533,C0651,2025-12-25,Organic Search,775.79,Completed
O01534,C0261,2026-03-16,Organic Search,149.37,Completed
O01535,C0115,2025-03-20,Organic Search,162.53,Completed
O01536,C0699,2026-05-19,Social,254.46,Completed
O01537,C0502,2025-06-20,Organic Search,210.93,Completed
O01538,C0732,2025-12-29,Organic Search,276.42,Completed
O01539,C0034,2025-07-19,Paid Search,586.6,Completed
O01540,C0528,2025-04-17,Organic Search,609.47,Completed
O01541,C0268,2026-01-04,Organic Search,468.18,Completed
O01542,C0618,2026-05-02,Email,133.63,Completed
O01543,C0247,2025-11-25,Email,485.1,Completed
O01544,C0638,2026-01-31,Email,74.96,Completed
O01545,C0323,2025-11-10,Paid Search,289.05,Completed
O01546,C0747,2025-04-02,Social,356.51,Completed
O01547,C0167,2026-04-06,Paid Search,118.26,Completed
O01548,C0031,2026-05-27,Paid Search,284.94,Returned
O01549,C0150,2025-06-21,Organic Search,167.47,Completed
O01550,C0389,2026-03-21,Organic Search,472.83,Completed
O01551,C0567,2025-08-29,Organic Search,178.03,Completed
O01552,C0495,2025-02-18,Organic Search,406.0,Completed
O01553,C0036,2025-04-11,Organic Search,368.36,Completed
O01554,C0761,2025-12-04,Email,71.8,Completed
O01555,C0685,2026-03-20,Paid Search,68.27,Completed
O01556,C0089,2025-11-03,Email,227.5,Completed
O01557,C0791,2025-10-03,Email,92.37,Completed
O01558,C0562,2026-03-06,Organic Search,259.49,Completed
O01559,C0541,2025-01-16,Organic Search,141.91,Completed
O01560,C0630,2026-05-12,Organic Search,135.95,Completed
O01561,C0387,2026-04-11,Organic Search,258.04,Completed
O01562,C0390,2025-07-11,Organic Search,840.07,Completed
O01563,C0688,2025-04-03,Referral,209.46,Completed
O01564,C0288,2025-05-29,Organic Search,256.8,Completed
O01565,C0461,2025-03-18,Organic Search,141.56,Completed
O01566,C0382,2025-10-28,Paid Search,720.97,Completed
O01567,C0752,2025-01-19,Organic Search,334.73,Completed
O01568,C0286,2025-05-20,Referral,197.3,Completed
O01569,C0006,2025-10-14,Organic Search,172.44,Completed
O01570,C0140,2025-04-03,Social,71.6,Completed
O01571,C0094,2025-03-02,Organic Search,97.73,Completed
O01572,C0673,2025-04-22,Organic Search,59.94,Completed
O01573,C0055,2026-03-28,Referral,153.85,Completed
O01574,C0697,2025-11-18,Organic Search,534.57,Completed
O01575,C0662,2025-08-21,Organic Search,589.72,Completed
O01576,C0286,2025-09-21,Social,402.7,Completed
O01577,C0208,2026-05-01,Referral,260.85,Completed
O01578,C0794,2025-12-27,Email,347.5,Completed
O01579,C0449,2026-01-04,Organic Search,539.33,Completed
O01580,C0040,2026-03-22,Referral,645.12,Completed
O01581,C0561,2025-07-19,Organic Search,214.42,Completed
O01582,C0416,2025-11-02,Social,527.76,Completed
O01583,C0635,2026-04-05,Organic Search,200.42,Completed
O01584,C0609,2025-01-10,Organic Search,419.41,Completed
O01585,C0103,2025-03-27,Paid Search,217.79,Completed
O01586,C0303,2025-12-03,Email,206.11,Completed
O01587,C0416,2025-01-25,Email,211.93,Completed
O01588,C0699,2025-03-27,Organic Search,61.85,Completed
O01589,C0061,2026-01-01,Organic Search,674.53,Completed
O01590,C0451,2025-09-23,Email,390.65,Completed
O01591,C0475,2025-05-13,Email,80.19,Completed
O01592,C0237,2025-01-29,Email,466.24,Completed
O01593,C0004,2025-05-02,Organic Search,332.88,Completed
O01594,C0066,2025-10-19,Organic Search,283.58,Completed
O01595,C0559,2025-06-28,Paid Search,354.22,Completed
O01596,C0418,2025-03-02,Social,396.75,Completed
O01597,C0560,2025-03-17,Paid Search,62.94,Completed
O01598,C0513,2026-05-06,Organic Search,378.67,Cancelled
O01599,C0022,2025-08-19,Organic Search,212.04,Completed
O01600,C0224,2025-01-09,Organic Search,85.74,Completed
O01601,C0134,2025-09-19,Social,122.07,Completed
O01602,C0678,2025-07-11,Social,302.42,Completed
O01603,C0586,2025-02-02,Organic Search,405.41,Completed
O01604,C0156,2025-01-15,Social,186.22,Completed
O01605,C0289,2025-01-07,Social,173.93,Completed
O01606,C0332,2026-04-07,Referral,267.06,Completed
O01607,C0009,2025-07-03,Social,73.58,Completed
O01608,C0026,2026-04-20,Email,171.4,Completed
O01609,C0731,2025-08-20,Referral,237.64,Completed
O01610,C0070,2025-06-25,Paid Search,403.58,Completed
O01611,C0549,2025-08-05,Paid Search,145.5,Completed
O01612,C0391,2025-04-07,Email,178.57,Completed
O01613,C0548,2026-05-06,Referral,549.85,Completed
O01614,C0522,2025-06-26,Organic Search,440.11,Completed
O01615,C0139,2025-08-23,Email,57.69,Cancelled
O01616,C0749,2025-08-05,Organic Search,313.36,Completed
O01617,C0690,2025-01-11,Organic Search,157.92,Completed
O01618,C0135,2025-08-13,Organic Search,145.22,Completed
O01619,C0382,2025-09-07,Email,34.91,Completed
O01620,C0260,2026-02-21,Paid Search,179.28,Completed
O01621,C0468,2026-03-27,Paid Search,121.25,Completed
O01622,C0668,2025-01-24,Organic Search,424.45,Completed
O01623,C0163,2025-02-11,Email,919.51,Completed
O01624,C0582,2025-06-04,Organic Search,925.71,Returned
O01625,C0472,2026-02-07,Social,526.53,Completed
O01626,C0798,2025-10-21,Referral,166.55,Cancelled
O01627,C0620,2025-11-10,Referral,321.18,Completed
O01628,C0395,2025-06-22,Organic Search,790.41,Returned
O01629,C0273,2025-11-25,Email,168.71,Cancelled
O01630,C0758,2025-04-11,Email,211.42,Completed
O01631,C0270,2026-01-25,Organic Search,742.72,Cancelled
O01632,C0375,2025-07-11,Email,185.17,Completed
O01633,C0707,2025-02-05,Organic Search,158.4,Completed
O01634,C0737,2026-01-18,Organic Search,433.14,Completed
O01635,C0740,2025-10-02,Referral,733.89,Completed
O01636,C0392,2026-05-30,Social,400.16,Completed
O01637,C0379,2025-10-20,Organic Search,173.09,Completed
O01638,C0190,2025-12-16,Referral,496.68,Completed
O01639,C0014,2025-09-03,Paid Search,1160.73,Completed
O01640,C0254,2025-07-20,Referral,263.18,Completed
O01641,C0219,2025-11-13,Email,145.01,Completed
O01642,C0031,2025-01-19,Paid Search,635.24,Completed
O01643,C0748,2026-01-13,Email,56.81,Completed
O01644,C0757,2025-10-14,Social,172.84,Completed
O01645,C0050,2026-05-26,Organic Search,395.68,Completed
O01646,C0350,2026-02-25,Referral,465.1,Completed
O01647,C0064,2025-10-13,Email,167.72,Returned
O01648,C0026,2025-03-06,Social,183.77,Completed
O01649,C0747,2025-07-02,Organic Search,150.28,Completed
O01650,C0028,2026-03-12,Email,121.07,Completed
O01651,C0507,2025-03-30,Social,519.12,Completed
O01652,C0590,2025-07-10,Referral,472.39,Completed
O01653,C0155,2025-06-23,Email,282.4,Completed
O01654,C0486,2026-01-08,Email,922.71,Completed
O01655,C0565,2025-02-20,Social,181.36,Returned
O01656,C0205,2025-06-12,Paid Search,123.05,Completed
O01657,C0572,2025-08-16,Email,279.34,Completed
O01658,C0547,2025-09-26,Referral,253.27,Returned
O01659,C0708,2025-08-10,Social,363.52,Completed
O01660,C0260,2025-10-27,Social,36.74,Completed
O01661,C0183,2025-07-08,Referral,180.26,Completed
O01662,C0217,2025-12-12,Paid Search,214.12,Completed
O01663,C0251,2026-05-06,Organic Search,217.21,Completed
O01664,C0235,2025-11-19,Referral,306.82,Completed
O01665,C0680,2025-10-21,Paid Search,262.97,Completed
O01666,C0258,2025-11-23,Email,238.3,Completed
O01667,C0338,2025-12-17,Paid Search,64.53,Cancelled
O01668,C0462,2025-11-25,Email,192.91,Completed
O01669,C0260,2025-01-19,Organic Search,452.22,Completed
O01670,C0474,2026-02-18,Paid Search,283.55,Completed
O01671,C0237,2026-05-11,Organic Search,242.95,Completed
O01672,C0665,2026-05-02,Email,450.64,Completed
O01673,C0208,2025-11-13,Organic Search,184.92,Returned
O01674,C0187,2025-12-09,Organic Search,165.16,Completed
O01675,C0498,2025-12-24,Referral,68.49,Returned
O01676,C0008,2026-05-07,Email,408.78,Completed
O01677,C0509,2026-03-22,Paid Search,294.03,Completed
O01678,C0708,2026-03-13,Social,137.44,Completed
O01679,C0482,2025-08-14,Organic Search,307.83,Completed
O01680,C0141,2026-01-02,Email,145.85,Completed
O01681,C0184,2025-01-09,Paid Search,188.03,Completed
O01682,C0081,2025-08-29,Referral,220.68,Completed
O01683,C0772,2025-12-05,Organic Search,276.7,Returned
O01684,C0772,2025-09-08,Email,203.14,Completed
O01685,C0150,2025-06-25,Organic Search,282.58,Completed
O01686,C0103,2025-10-04,Organic Search,288.42,Completed
O01687,C0708,2025-03-04,Organic Search,545.71,Completed
O01688,C0797,2025-05-16,Organic Search,171.31,Completed
O01689,C0066,2026-01-26,Organic Search,435.0,Completed
O01690,C0752,2025-07-28,Referral,397.9,Completed
O01691,C0339,2025-07-14,Email,322.39,Completed
O01692,C0268,2025-03-12,Email,244.64,Returned
O01693,C0050,2026-01-15,Social,177.94,Returned
O01694,C0035,2025-05-19,Referral,153.39,Completed
O01695,C0020,2025-04-21,Organic Search,206.31,Completed
O01696,C0034,2025-01-29,Email,666.47,Completed
O01697,C0663,2025-04-02,Email,65.71,Cancelled
O01698,C0213,2025-11-06,Referral,206.71,Completed
O01699,C0168,2025-02-18,Organic Search,283.81,Completed
O01700,C0204,2025-06-13,Organic Search,130.45,Completed
O01701,C0221,2025-04-21,Organic Search,86.52,Completed
O01702,C0752,2025-03-11,Email,362.08,Completed
O01703,C0625,2026-05-05,Email,379.58,Completed
O01704,C0237,2025-06-27,Referral,200.62,Returned
O01705,C0048,2025-05-15,Organic Search,140.74,Completed
O01706,C0094,2025-01-17,Paid Search,167.54,Completed
O01707,C0060,2026-01-18,Paid Search,455.49,Completed
O01708,C0329,2026-05-23,Referral,328.86,Completed
O01709,C0550,2025-08-21,Referral,121.55,Completed
O01710,C0185,2025-03-07,Organic Search,376.86,Completed
O01711,C0254,2025-05-31,Paid Search,210.83,Completed
O01712,C0123,2025-02-18,Paid Search,1364.3,Completed
O01713,C0299,2026-05-12,Email,391.21,Completed
O01714,C0613,2025-07-02,Organic Search,468.49,Completed
O01715,C0022,2025-06-17,Paid Search,33.12,Completed
O01716,C0606,2025-09-24,Referral,455.62,Completed
O01717,C0208,2025-07-20,Social,344.98,Completed
O01718,C0521,2026-05-27,Email,352.76,Completed
O01719,C0195,2025-11-17,Referral,65.57,Completed
O01720,C0164,2025-08-03,Social,562.54,Completed
O01721,C0368,2025-06-13,Email,128.32,Completed
O01722,C0029,2025-05-18,Email,238.23,Returned
O01723,C0224,2026-02-25,Organic Search,329.77,Completed
O01724,C0662,2025-06-07,Paid Search,458.78,Completed
O01725,C0100,2025-12-14,Organic Search,351.46,Completed
O01726,C0722,2025-08-18,Referral,61.44,Returned
O01727,C0079,2025-06-27,Paid Search,129.67,Completed
O01728,C0549,2026-03-04,Paid Search,92.77,Completed
O01729,C0570,2025-09-26,Paid Search,73.98,Completed
O01730,C0398,2025-02-13,Organic Search,443.82,Completed
O01731,C0767,2026-02-13,Organic Search,211.98,Completed
O01732,C0149,2026-03-23,Organic Search,82.92,Completed
O01733,C0545,2025-09-17,Organic Search,583.83,Completed
O01734,C0590,2025-10-12,Email,170.07,Completed
O01735,C0059,2025-01-21,Organic Search,142.66,Completed
O01736,C0064,2025-01-03,Organic Search,407.19,Completed
O01737,C0543,2025-09-08,Social,440.37,Completed
O01738,C0062,2025-03-05,Paid Search,431.58,Completed
O01739,C0514,2025-07-31,Email,216.22,Completed
O01740,C0518,2025-03-27,Organic Search,195.9,Completed
O01741,C0796,2025-11-09,Organic Search,682.39,Completed
O01742,C0473,2025-07-11,Referral,135.15,Completed
O01743,C0505,2026-05-09,Paid Search,310.99,Completed
O01744,C0670,2025-04-13,Referral,65.79,Completed
O01745,C0120,2026-02-24,Paid Search,131.14,Completed
O01746,C0555,2025-09-10,Email,130.36,Cancelled
O01747,C0719,2025-06-04,Paid Search,208.63,Completed
O01748,C0589,2025-12-29,Referral,165.2,Completed
O01749,C0352,2025-06-16,Organic Search,296.28,Completed
O01750,C0456,2025-01-24,Organic Search,151.25,Completed
O01751,C0588,2026-03-25,Email,93.01,Completed
O01752,C0262,2026-05-25,Email,297.5,Completed
O01753,C0116,2025-11-06,Paid Search,165.65,Completed
O01754,C0390,2025-04-20,Organic Search,118.62,Completed
O01755,C0011,2026-02-08,Organic Search,156.27,Completed
O01756,C0410,2026-02-11,Organic Search,401.84,Completed
O01757,C0001,2025-08-15,Email,338.27,Completed
O01758,C0634,2025-08-31,Email,126.39,Completed
O01759,C0153,2025-01-15,Social,142.58,Completed
O01760,C0738,2025-12-20,Paid Search,337.07,Completed
O01761,C0397,2026-01-02,Organic Search,521.45,Completed
O01762,C0515,2025-02-23,Referral,556.41,Completed
O01763,C0705,2026-01-17,Organic Search,75.87,Completed
O01764,C0403,2025-02-14,Paid Search,381.4,Returned
O01765,C0146,2026-01-22,Referral,286.82,Completed
O01766,C0141,2026-05-05,Organic Search,194.86,Completed
O01767,C0340,2025-01-09,Organic Search,464.84,Completed
O01768,C0616,2025-08-17,Paid Search,187.27,Completed
O01769,C0141,2025-03-25,Organic Search,538.51,Completed
O01770,C0131,2026-02-08,Email,447.79,Completed
O01771,C0549,2025-10-05,Email,137.92,Completed
O01772,C0175,2025-11-09,Email,128.94,Completed
O01773,C0378,2026-05-16,Email,153.2,Completed
O01774,C0372,2025-02-18,Organic Search,153.53,Completed
O01775,C0654,2026-01-10,Organic Search,518.1,Completed
O01776,C0122,2026-04-18,Paid Search,154.2,Completed
O01777,C0038,2025-07-28,Organic Search,84.07,Completed
O01778,C0071,2025-03-27,Email,163.96,Completed
O01779,C0571,2025-06-29,Organic Search,232.23,Completed
O01780,C0321,2025-03-06,Organic Search,73.9,Completed
O01781,C0747,2025-12-02,Organic Search,312.37,Completed
O01782,C0391,2025-10-13,Paid Search,310.3,Completed
O01783,C0230,2025-11-14,Organic Search,124.22,Completed
O01784,C0054,2025-12-16,Email,158.72,Completed
O01785,C0545,2025-01-18,Social,522.58,Completed
O01786,C0754,2025-10-11,Social,206.52,Completed
O01787,C0175,2026-03-25,Email,470.23,Completed
O01788,C0074,2025-05-27,Paid Search,207.02,Completed
O01789,C0474,2025-03-25,Organic Search,131.4,Completed
O01790,C0273,2025-04-12,Referral,116.85,Cancelled
O01791,C0085,2025-04-18,Organic Search,91.25,Completed
O01792,C0794,2025-04-27,Organic Search,229.5,Returned
O01793,C0591,2025-12-11,Organic Search,679.38,Completed
O01794,C0383,2025-08-15,Organic Search,277.16,Completed
O01795,C0690,2025-05-10,Paid Search,296.45,Completed
O01796,C0588,2025-05-09,Social,132.67,Completed
O01797,C0707,2025-03-02,Paid Search,327.69,Completed
O01798,C0352,2025-03-13,Social,357.89,Completed
O01799,C0582,2026-02-15,Organic Search,173.42,Completed
O01800,C0093,2026-03-17,Paid Search,422.71,Completed
O01801,C0104,2025-04-29,Paid Search,180.87,Completed
O01802,C0498,2026-04-28,Organic Search,178.48,Completed
O01803,C0420,2026-01-23,Organic Search,199.29,Completed
O01804,C0332,2026-04-18,Email,65.74,Cancelled
O01805,C0039,2025-05-08,Organic Search,151.83,Completed
O01806,C0522,2025-05-18,Referral,59.89,Completed
O01807,C0607,2025-08-24,Organic Search,92.63,Completed
O01808,C0412,2026-05-23,Organic Search,157.24,Completed
O01809,C0784,2026-04-11,Organic Search,82.11,Completed
O01810,C0551,2025-12-03,Referral,119.63,Completed
O01811,C0567,2026-03-12,Social,574.93,Completed
O01812,C0454,2026-04-27,Email,183.29,Completed
O01813,C0461,2026-05-02,Organic Search,199.14,Completed
O01814,C0358,2025-04-26,Organic Search,447.23,Completed
O01815,C0239,2025-06-24,Social,247.91,Completed
O01816,C0707,2026-05-22,Email,318.64,Completed
O01817,C0061,2025-03-19,Email,311.55,Returned
O01818,C0602,2025-01-29,Referral,188.09,Completed
O01819,C0081,2026-01-18,Social,221.88,Completed
O01820,C0037,2025-02-22,Organic Search,133.89,Completed
O01821,C0153,2025-01-13,Email,197.69,Completed
O01822,C0609,2025-02-02,Organic Search,570.35,Completed
O01823,C0011,2025-02-01,Organic Search,128.36,Completed
O01824,C0577,2025-12-08,Social,159.99,Completed
O01825,C0671,2025-02-05,Paid Search,137.03,Completed
O01826,C0078,2026-04-29,Email,192.94,Completed
O01827,C0762,2025-10-14,Paid Search,117.04,Completed
O01828,C0486,2025-03-12,Referral,62.69,Cancelled
O01829,C0778,2025-08-19,Organic Search,285.43,Completed
O01830,C0751,2025-05-26,Social,169.85,Completed
O01831,C0632,2026-01-20,Organic Search,261.38,Completed
O01832,C0618,2026-04-22,Referral,371.81,Completed
O01833,C0392,2025-04-25,Organic Search,140.17,Completed
O01834,C0175,2025-04-04,Referral,479.02,Completed
O01835,C0527,2026-03-15,Email,146.46,Completed
O01836,C0320,2025-10-03,Paid Search,201.27,Cancelled
O01837,C0586,2025-04-23,Organic Search,34.05,Completed
O01838,C0403,2025-07-26,Email,172.66,Completed
O01839,C0460,2025-10-04,Social,184.24,Completed
O01840,C0281,2025-11-23,Paid Search,100.66,Completed
O01841,C0703,2026-05-19,Social,87.95,Completed
O01842,C0003,2025-08-12,Organic Search,189.18,Completed
O01843,C0465,2026-02-17,Organic Search,91.6,Completed
O01844,C0125,2025-04-03,Organic Search,99.84,Completed
O01845,C0582,2026-01-29,Referral,253.58,Completed
O01846,C0758,2026-04-16,Email,95.63,Completed
O01847,C0561,2025-03-26,Paid Search,698.13,Completed
O01848,C0457,2025-09-08,Organic Search,68.48,Completed
O01849,C0711,2026-01-14,Organic Search,62.18,Completed
O01850,C0071,2025-01-13,Paid Search,191.27,Completed
O01851,C0589,2026-01-20,Email,119.24,Completed
O01852,C0098,2025-02-24,Organic Search,190.24,Completed
O01853,C0706,2025-04-04,Paid Search,606.6,Completed
O01854,C0072,2026-05-28,Paid Search,220.97,Completed
O01855,C0353,2025-08-16,Social,70.84,Cancelled
O01856,C0565,2025-05-23,Email,140.39,Completed
O01857,C0355,2025-12-02,Email,178.47,Completed
O01858,C0225,2025-06-27,Organic Search,84.13,Completed
O01859,C0470,2025-05-27,Organic Search,196.71,Completed
O01860,C0071,2026-03-14,Paid Search,126.38,Completed
O01861,C0446,2026-03-16,Referral,63.32,Cancelled
O01862,C0671,2025-11-09,Organic Search,151.83,Completed
O01863,C0026,2026-01-28,Organic Search,194.85,Completed
O01864,C0750,2025-07-29,Organic Search,383.8,Completed
O01865,C0470,2025-05-10,Email,484.8,Completed
O01866,C0360,2026-02-01,Social,320.6,Completed
O01867,C0559,2026-02-23,Paid Search,308.72,Completed
O01868,C0112,2026-02-27,Referral,414.51,Completed
O01869,C0279,2025-11-17,Referral,74.57,Completed
O01870,C0114,2025-06-06,Organic Search,280.54,Completed
O01871,C0366,2025-06-17,Organic Search,318.3,Completed
O01872,C0687,2025-04-14,Email,197.99,Completed
O01873,C0003,2025-09-13,Referral,71.67,Completed
O01874,C0515,2026-05-28,Referral,325.13,Completed
O01875,C0356,2025-01-19,Referral,242.1,Completed
O01876,C0744,2025-03-26,Organic Search,696.96,Completed
O01877,C0055,2026-01-30,Social,475.38,Completed
O01878,C0083,2025-02-20,Organic Search,99.16,Completed
O01879,C0247,2025-04-30,Organic Search,333.9,Completed
O01880,C0160,2026-02-02,Referral,319.18,Completed
O01881,C0644,2025-01-10,Organic Search,155.83,Completed
O01882,C0024,2025-05-03,Paid Search,144.6,Completed
O01883,C0614,2026-04-25,Referral,471.72,Completed
O01884,C0159,2026-04-27,Organic Search,197.36,Completed
O01885,C0497,2025-07-22,Organic Search,326.56,Completed
O01886,C0187,2025-01-08,Referral,262.51,Completed
O01887,C0199,2025-10-28,Referral,551.55,Completed
O01888,C0600,2026-02-05,Organic Search,647.5,Completed
O01889,C0714,2026-01-09,Referral,359.82,Completed
O01890,C0223,2025-01-10,Organic Search,112.3,Completed
O01891,C0635,2025-04-26,Paid Search,38.15,Completed
O01892,C0025,2025-08-14,Organic Search,550.06,Completed
O01893,C0737,2026-05-03,Paid Search,288.0,Returned
O01894,C0239,2025-12-04,Organic Search,97.28,Completed
O01895,C0511,2025-10-10,Paid Search,456.42,Completed
O01896,C0253,2026-04-29,Email,135.89,Completed
O01897,C0338,2026-05-20,Referral,78.68,Completed
O01898,C0266,2026-01-06,Organic Search,676.72,Completed
O01899,C0791,2026-01-14,Organic Search,212.35,Completed
O01900,C0475,2026-05-28,Organic Search,60.24,Cancelled
O01901,C0493,2025-08-24,Email,123.46,Completed
O01902,C0795,2025-01-17,Organic Search,132.56,Completed
O01903,C0688,2026-04-16,Organic Search,191.67,Completed
O01904,C0152,2026-02-17,Social,205.14,Completed
O01905,C0011,2025-05-20,Paid Search,735.64,Returned
O01906,C0428,2026-05-03,Email,35.73,Completed
O01907,C0622,2026-05-02,Organic Search,736.3,Completed
O01908,C0797,2026-01-15,Organic Search,99.63,Completed
O01909,C0486,2025-05-29,Organic Search,127.72,Completed
O01910,C0264,2026-03-16,Referral,127.25,Completed
O01911,C0512,2026-04-20,Email,165.45,Completed
O01912,C0248,2025-01-29,Referral,180.3,Completed
O01913,C0185,2025-07-31,Organic Search,32.61,Completed
O01914,C0380,2026-04-21,Email,354.3,Completed
O01915,C0162,2025-10-29,Email,163.59,Completed
O01916,C0436,2025-04-17,Social,196.5,Completed
O01917,C0098,2025-01-15,Social,764.84,Completed
O01918,C0222,2025-01-20,Referral,229.55,Completed
O01919,C0034,2025-01-12,Organic Search,179.88,Completed
O01920,C0386,2025-10-14,Email,440.45,Completed
O01921,C0775,2026-02-12,Social,371.64,Completed
O01922,C0112,2025-11-29,Email,203.03,Cancelled
O01923,C0185,2026-05-21,Email,242.4,Completed
O01924,C0791,2025-11-02,Email,74.28,Completed
O01925,C0176,2025-12-06,Paid Search,64.88,Completed
O01926,C0024,2026-01-18,Paid Search,123.06,Completed
O01927,C0772,2026-01-08,Paid Search,412.86,Completed
O01928,C0381,2025-03-21,Referral,421.95,Returned
O01929,C0212,2025-09-11,Organic Search,779.03,Completed
O01930,C0346,2025-08-20,Organic Search,617.44,Completed
O01931,C0639,2025-08-02,Organic Search,382.73,Completed
O01932,C0551,2025-01-08,Organic Search,374.67,Completed
O01933,C0455,2025-02-28,Referral,603.22,Completed
O01934,C0509,2025-09-06,Paid Search,156.97,Completed
O01935,C0394,2025-01-16,Organic Search,200.47,Completed
O01936,C0186,2025-05-16,Paid Search,189.7,Completed
O01937,C0434,2025-05-12,Referral,150.47,Completed
O01938,C0258,2026-02-13,Paid Search,245.58,Completed
O01939,C0323,2025-10-03,Referral,199.15,Completed
O01940,C0340,2025-08-24,Paid Search,63.91,Completed
O01941,C0307,2025-04-18,Organic Search,435.88,Completed
O01942,C0096,2025-06-07,Paid Search,62.69,Completed
O01943,C0605,2025-04-23,Organic Search,498.23,Completed
O01944,C0776,2025-08-29,Organic Search,485.56,Completed
O01945,C0444,2025-10-24,Organic Search,446.13,Completed
O01946,C0728,2026-03-24,Referral,181.74,Completed
O01947,C0675,2025-05-09,Email,148.68,Completed
O01948,C0755,2025-11-23,Paid Search,303.19,Completed
O01949,C0362,2025-07-07,Referral,284.86,Completed
O01950,C0185,2025-09-15,Email,343.66,Completed
O01951,C0584,2025-10-22,Email,161.54,Completed
O01952,C0409,2026-02-24,Organic Search,424.85,Completed
O01953,C0630,2025-08-26,Organic Search,135.3,Completed
O01954,C0475,2025-11-02,Organic Search,1022.8,Completed
O01955,C0288,2026-02-14,Paid Search,558.82,Returned
O01956,C0016,2025-01-11,Email,178.55,Completed
O01957,C0675,2026-03-12,Organic Search,138.48,Completed
O01958,C0118,2026-02-25,Organic Search,169.2,Completed
O01959,C0120,2025-10-22,Social,187.43,Completed
O01960,C0489,2026-01-06,Social,820.87,Completed
O01961,C0485,2025-03-13,Organic Search,147.39,Completed
O01962,C0177,2025-07-13,Organic Search,170.83,Completed
O01963,C0080,2025-10-01,Referral,64.02,Completed
O01964,C0399,2026-05-29,Email,98.31,Completed
O01965,C0764,2026-01-14,Organic Search,300.28,Completed
O01966,C0004,2025-01-13,Email,134.7,Completed
O01967,C0179,2025-10-02,Organic Search,725.7,Completed
O01968,C0547,2026-05-04,Organic Search,206.66,Completed
O01969,C0283,2025-09-26,Organic Search,208.16,Completed
O01970,C0426,2025-12-26,Organic Search,173.94,Completed
O01971,C0567,2026-02-18,Social,404.56,Returned
O01972,C0464,2025-06-02,Paid Search,213.83,Completed
O01973,C0021,2026-01-30,Organic Search,135.23,Completed
O01974,C0234,2025-02-07,Email,130.01,Completed
O01975,C0661,2026-05-10,Paid Search,209.77,Completed
O01976,C0188,2025-05-19,Referral,258.98,Completed
O01977,C0790,2025-01-17,Paid Search,137.35,Completed
O01978,C0397,2025-02-17,Paid Search,142.42,Completed
O01979,C0410,2026-05-09,Organic Search,505.61,Completed
O01980,C0784,2026-03-09,Email,195.4,Completed
O01981,C0192,2025-07-30,Referral,351.22,Completed
O01982,C0786,2025-07-01,Referral,352.9,Completed
O01983,C0792,2025-07-28,Referral,175.46,Completed
O01984,C0626,2025-11-12,Organic Search,64.89,Completed
O01985,C0090,2025-08-29,Email,154.46,Completed
O01986,C0116,2025-01-20,Organic Search,333.49,Completed
O01987,C0195,2026-03-26,Organic Search,345.6,Completed
O01988,C0675,2025-10-12,Referral,270.04,Completed
O01989,C0483,2026-03-01,Paid Search,941.97,Completed
O01990,C0106,2025-02-23,Paid Search,334.81,Completed
O01991,C0423,2025-06-09,Email,169.42,Completed
O01992,C0466,2025-03-09,Organic Search,178.21,Completed
O01993,C0307,2025-10-31,Referral,82.07,Completed
O01994,C0579,2025-12-14,Organic Search,233.19,Completed
O01995,C0113,2026-01-30,Organic Search,200.13,Completed
O01996,C0246,2025-01-18,Email,535.38,Completed
O01997,C0288,2025-09-28,Organic Search,184.74,Completed
O01998,C0007,2026-05-12,Organic Search,150.64,Completed
O01999,C0674,2025-06-16,Referral,99.54,Completed
O02000,C0470,2025-08-17,Paid Search,59.28,Completed
O02001,C0256,2025-03-02,Email,257.57,Completed
O02002,C0044,2025-11-12,Paid Search,144.54,Completed
O02003,C0377,2026-03-27,Referral,294.9,Completed
O02004,C0523,2025-10-06,Email,458.52,Completed
O02005,C0421,2026-02-14,Organic Search,32.1,Completed
